"","...1","Show","Season","Episode","Character","Line","Gender","Gender_label","Rownumber","Year","N_words","Year_groups"
"8585",132545,"Seinfeld","4","16","GEORGE","Oh, she didn't think it was funny. What is she, Rowan & Martin? We're supposed to meet with NBC tomorrow! She completely shattered my confidence. And I'm paying for this, she's my employee!",0,"male",13254,1993,32,"1989-1993"
"8586",132555,"Seinfeld","4","16","JERRY","I thought your mother's paying for it.",0,"male",13255,1993,6,"1989-1993"
"8587",132565,"Seinfeld","4","16","GEORGE","And she slaves to earn every penny. So that someday, I might be able to walk up to a woman and say, `Yes, I'm bald, but I'm still a good person.`",0,"male",13256,1993,30,"1989-1993"
"8588",132575,"Seinfeld","4","16","JERRY","You know, he's right. It's not her place to criticize the script, which reminds me - what did you think of it? You never told me.",0,"male",13257,1993,25,"1989-1993"
"8589",132585,"Seinfeld","4","16","ELAINE","What did I think of it?",1,"female",13258,1993,5,"1989-1993"
"8590",132595,"Seinfeld","4","16","KRAMER","Hey, buddy, I got something to tell ya.",0,"male",13259,1993,7,"1989-1993"
"8591",132605,"Seinfeld","4","16","JERRY","Hey, one second, you don't get off that easy. C'mon, tell me what you thought.",0,"male",13260,1993,14,"1989-1993"
"8592",132625,"Seinfeld","4","16","KRAMER","I just kissed Gail Cunningham.",0,"male",13262,1993,4,"1989-1993"
"8593",132675,"Seinfeld","4","16","JERRY","What kinda great friend are you? How do you go from snubbing to kissing?",0,"male",13267,1993,13,"1989-1993"
"8594",132685,"Seinfeld","4","16","KRAMER","Well, I saw her outside the Y, you know, she came up to me, she started yelling because I snubbed her, and then we started talking a little bit, and I walked her to her building. And just before I left, I put my arm around her waist, I pulled her to me, and I - mmm - I planted one!",0,"male",13268,1993,60,"1989-1993"
"8595",132695,"Seinfeld","4","16","JERRY","And what did she do?",0,"male",13269,1993,4,"1989-1993"
"8596",132719,"Seinfeld","4","16","JERRY","I don't get this. I go out with this girl three times, she doesn't want to shake my hand - why's she kissing you?",0,"male",13271,1993,23,"1989-1993"
"8597",132725,"Seinfeld","4","16","KRAMER","Because I snubbed her. You see? Women, they like that! Yes! I understand women. The snub is good, they love the snub!",0,"male",13272,1993,21,"1989-1993"
"8598",132735,"Seinfeld","4","16","GEORGE","No they don't. I tried that once. I snubbed for a year. Nothing. Every woman I saw, I snubbed. You never saw people so pleased.",0,"male",13273,1993,24,"1989-1993"
"8599",132745,"Seinfeld","4","16","KRAMER","Ooh, so... I understand you're buying your shoes now at Botticelli's.",0,"male",13274,1993,10,"1989-1993"
"8600",132755,"Seinfeld","4","16","ELAINE","What? Who told you that?",1,"female",13275,1993,4,"1989-1993"
"8601",132775,"Seinfeld","4","16","ELAINE","I don't understand, why is this woman talking about my shoes? Why are my shoes a topic of conversation?",1,"female",13277,1993,18,"1989-1993"
"8602",132785,"Seinfeld","4","16","KRAMER","Well, you know, we we're just talking, and uh she mentioned how you're buying your shoes now at Botticelli's.",0,"male",13278,1993,18,"1989-1993"
"8603",132795,"Seinfeld","4","16","ELAINE","`How I'm buying my shoes now at Botticelli's!` Did you hear this?",1,"female",13279,1993,11,"1989-1993"
"8604",132819,"Seinfeld","4","16","ELAINE","So what?! She is talking about my shoes! She is discussing my shoes! It is nobody's business where I buy my shoes!",1,"female",13281,1993,21,"1989-1993"
"8605",132835,"Seinfeld","4","16","ELAINE","Why are you talking about my shoes?",1,"female",13283,1993,6,"1989-1993"
"8606",132845,"Seinfeld","4","16","ELAINE","My Botticelli shoes. You've been talking about my Botticelli shoes.",1,"female",13284,1993,9,"1989-1993"
"8607",132855,"Seinfeld","4","16","ELAINE","Did you or did you not tell Kramer that I got my shoes at Botticelli's?",1,"female",13285,1993,14,"1989-1993"
"8608",132865,"Seinfeld","4","16","ELAINE","Who else have you mentioned my shoes to, huh? I wanna know why my footwear is your conversation!",1,"female",13286,1993,17,"1989-1993"
"8609",132905,"Seinfeld","4","16","JERRY","Oh, Where did you eat?",0,"male",13290,1993,4,"1989-1993"
"8610",132919,"Seinfeld","4","16","JERRY","Ah. I know the chef there.",0,"male",13291,1993,5,"1989-1993"
"8611",132925,"Seinfeld","4","16","GEORGE","My cousin worked for Bouchard's. They used to use the bouilla-base for a toilet.",0,"male",13292,1993,13,"1989-1993"
"8612",132935,"Seinfeld","4","16","GEORGE","Well, you didn't hear it from me, but needless to say, if you go in there - stick with the consumee.",0,"male",13293,1993,20,"1989-1993"
"8613",132945,"Seinfeld","4","16","JERRY","Oh, you have a daughter?",0,"male",13294,1993,4,"1989-1993"
"8614",132955,"Seinfeld","4","16","GEORGE","Aw, that's a fun age.",0,"male",13295,1993,4,"1989-1993"
"8615",132985,"Seinfeld","4","16","GEORGE","Would you like a Pepto-Bismol? I keep them in my wallet... ! Do you think he liked it?",0,"male",13298,1993,17,"1989-1993"
"8616",132995,"Seinfeld","4","16","JERRY","I'm not sure. What was that dish he said he had... ?",0,"male",13299,1993,11,"1989-1993"
"8617",133019,"Seinfeld","4","16","JERRY","Ah. You know, 'primavera' is Italian for 'spring.'",0,"male",13301,1993,7,"1989-1993"
"8618",133045,"Seinfeld","4","16","GEORGE","So, you were saying how, um... about the script...",0,"male",13304,1993,8,"1989-1993"
"8619",133075,"Seinfeld","4","16","GEORGE","A different name for the butler?",0,"male",13307,1993,5,"1989-1993"
"8620",133095,"Seinfeld","4","16","GEORGE","We haven't heard his notes yet, we don't know how he feels about our work.",0,"male",13309,1993,14,"1989-1993"
"8621",133109,"Seinfeld","4","16","JERRY","I can't listen to anymore of this, the guy's losing a lung in there.",0,"male",13310,1993,13,"1989-1993"
"8622",133155,"Seinfeld","4","16","JERRY","We're here discussing our script with your father.",0,"male",13315,1993,7,"1989-1993"
"8623",133175,"Seinfeld","4","16","GEORGE","So, you live with your mother, huh?",0,"male",13317,1993,6,"1989-1993"
"8624",133185,"Seinfeld","4","16","GEORGE","Divorce is very difficult. Especially on a kid.",0,"male",13318,1993,7,"1989-1993"
"8625",133204,"Seinfeld","4","16","GEORGE","Of course, I'm the result of my parents having stayed together, so you never know.",0,"male",13320,1993,14,"1989-1993"
"8626",133219,"Seinfeld","4","16","GEORGE","You know, suddenly I'm in the mood for pasta primavera myself.",0,"male",13321,1993,10,"1989-1993"
"8627",133235,"Seinfeld","4","16","GEORGE","Well, it's not my fault. You poked me!",0,"male",13323,1993,7,"1989-1993"
"8628",133245,"Seinfeld","4","16","JERRY","You're supposed to just take a peek after a poke. You were like you just put a quarter into one of those big metal things on top of the Empire State Building.",0,"male",13324,1993,31,"1989-1993"
"8629",133255,"Seinfeld","4","16","GEORGE","It's cleavage. I couldn't look away. What am I, waiting to win an Oscar here? This is all I have in my life.",0,"male",13325,1993,22,"1989-1993"
"8630",133265,"Seinfeld","4","16","JERRY","Looking at cleavage is like looking at the sun, you don't stare at it. It's too risky. You get a sense of it and then you look away.",0,"male",13326,1993,27,"1989-1993"
"8631",133275,"Seinfeld","4","16","GEORGE","All right. So, he caught me in a cleavage peek, so big deal. Who wouldn't look at his daughter's cleavage? She's got nice cleavage.",0,"male",13327,1993,23,"1989-1993"
"8632",133325,"Seinfeld","4","16","KRAMER","Right in the kitchen. Disgraceful.",0,"male",13332,1993,4,"1989-1993"
"8633",133345,"Seinfeld","4","16","JERRY","Is that what she said?",0,"male",13334,1993,4,"1989-1993"
"8634",133355,"Seinfeld","4","16","KRAMER","She's somethin', huh? She's a wild one. She's wearin' me out.",0,"male",13335,1993,10,"1989-1993"
"8635",133375,"Seinfeld","4","16","KRAMER","She's sensual. You know, with the... cooking and all.",0,"male",13337,1993,8,"1989-1993"
"8636",133404,"Seinfeld","4","16","JERRY","Yeah. What's goin' on? What? Really? Oh my god... .did he give you a reason?... Oh boy. Okay. Alright. Thanks. Dalrymple just cancelled the pilot.",0,"male",13340,1993,24,"1989-1993"
"8637",133418,"Seinfeld","4","16","JERRY","If you hadn't gone into her restaurant, this never would have happened.",0,"male",13341,1993,11,"1989-1993"
"8638",133425,"Seinfeld","4","16","ELAINE","Look, I don't like people talking about my shoes behind my back, okay? My shoes are my business. The two of you shouldn't have been looking at some fifteen year-old's cleavage anyway!",1,"female",13342,1993,31,"1989-1993"
"8639",133445,"Seinfeld","4","16","JERRY","There was cleavage in the area. That's a reflex - - cleavage-poke, cleavage-poke...",0,"male",13344,1993,12,"1989-1993"
"8640",133465,"Seinfeld","4","16","JERRY","You don't consider age in the face of cleavage. This occurs on a molecular level, you can't control it! We're like some kind of weird fish where the eyes operate independently of the head.",0,"male",13346,1993,33,"1989-1993"
"8641",133474,"Seinfeld","4","16","GEORGE","Alright, what's the difference. What are we gonna do now? He won't take our calls, we can't get into his office...",0,"male",13347,1993,20,"1989-1993"
"8642",133485,"Seinfeld","4","16","JERRY","You know what we could do? He eats at that restaurant, Pfeiffer's? We could have Gail call us, tell us the next time he's there, go there and talk to him.",0,"male",13348,1993,30,"1989-1993"
"8643",133494,"Seinfeld","4","16","GEORGE","Hey, now you're onto something.",0,"male",13349,1993,4,"1989-1993"
"8644",133505,"Seinfeld","4","16","JERRY","The whole thing is so stupid. Like he wouldn't do the same thing if Elaine walked by in a low-cut dress.",0,"male",13350,1993,20,"1989-1993"
"8645",133518,"Seinfeld","4","16","GEORGE","Yeah. Well, maybe not Elaine.",0,"male",13351,1993,4,"1989-1993"
"8646",133534,"Seinfeld","4","16","GEORGE","But... somebody like Gail, though.",0,"male",13353,1993,4,"1989-1993"
"8647",133554,"Seinfeld","4","16","ELAINE","What? What do you mean, Gail?",1,"female",13355,1993,5,"1989-1993"
"8648",133574,"Seinfeld","4","16","JERRY","Kramer, listen, I want you to ask Gail to do me a favor. The next time Russell Dalrymple comes in the restaurant, ask her if she would call me.",0,"male",13357,1993,28,"1989-1993"
"8649",133585,"Seinfeld","4","16","KRAMER","Alright, I'll call her right now.",0,"male",13358,1993,5,"1989-1993"
"8650",133605,"Seinfeld","4","16","ELAINE","What do you mean, Gail? You don't think I can attract attention? You don't think I can put asses in the seats?",1,"female",13360,1993,21,"1989-1993"
"8651",133619,"Seinfeld","4","16","JERRY","Look, sweetheart, you know you've got it all. But let's face it...",0,"male",13361,1993,11,"1989-1993"
"8652",133624,"Seinfeld","4","16","KRAMER","She said she'll do it.",0,"male",13362,1993,4,"1989-1993"
"8653",133655,"Seinfeld","4","16","KRAMER","But she wants the shoes.",0,"male",13365,1993,4,"1989-1993"
"8654",133675,"Seinfeld","4","16","KRAMER","She says she wants those shoes.",0,"male",13367,1993,5,"1989-1993"
"8655",133685,"Seinfeld","4","16","ELAINE","She wants my shoes? What kind of person is this? Alright! She is not getting 'em!",1,"female",13368,1993,15,"1989-1993"
"8656",133695,"Seinfeld","4","16","JERRY","No, come on! I'll buy you another pair!",0,"male",13369,1993,7,"1989-1993"
"8657",133705,"Seinfeld","4","16","ELAINE","No, these we're the last pair of these that they had!",1,"female",13370,1993,10,"1989-1993"
"8658",133718,"Seinfeld","4","16","JERRY","I'll get you another one just like it!",0,"male",13371,1993,7,"1989-1993"
"8659",133725,"Seinfeld","4","16","ELAINE","No, but these we're the only really cool ones like this! Don't you see how everybody likes 'em and how everybody talks about 'em?",1,"female",13372,1993,23,"1989-1993"
"8660",133734,"Seinfeld","4","16","GEORGE","Elaine, this pilot... it doesn't matter to me, it's not me I'm concerned about... it's my mother. I've been over to the hospital to see her...",0,"male",13373,1993,25,"1989-1993"
"8661",133745,"Seinfeld","4","16","ELAINE","Oh yeah, because she caught you jer -",1,"female",13374,1993,7,"1989-1993"
"8662",133765,"Seinfeld","4","16","ELAINE","Oh, come on, wait a second, this whole thing is ridiculous. How do I even know she wears the same size?",1,"female",13376,1993,20,"1989-1993"
"8663",133774,"Seinfeld","4","16","KRAMER","Alright, what size are you?",0,"male",13377,1993,4,"1989-1993"
"8664",133835,"Seinfeld","4","16","GEORGE","Pasta primavera! Back on the horse.",0,"male",13383,1993,5,"1989-1993"
"8665",133845,"Seinfeld","4","16","JERRY","You know, it's a funny thing, because after the pilot got cancelled, we hadn't heard from you.",0,"male",13384,1993,16,"1989-1993"
"8666",133865,"Seinfeld","4","16","JERRY","Didn't know... we we're wondering... what happened.",0,"male",13386,1993,6,"1989-1993"
"8667",133875,"Seinfeld","4","16","GEORGE","Oh... uh, because if it had anything at all to do with what you perceived as me leering at your daughter, I really have to take issue with that. I did not leer. Did I leer?",0,"male",13387,1993,35,"1989-1993"
"8668",133895,"Seinfeld","4","16","ELAINE","Uh, excuse me, are you using that ketchup?",1,"female",13389,1993,7,"1989-1993"
"8669",133905,"Seinfeld","4","16","GEORGE","Because, if I'm looking straight ahead, and something enters my field of vision, that's merely a happenstance.",0,"male",13390,1993,16,"1989-1993"
"8670",133919,"Seinfeld","4","16","ELAINE","Here's your ketchup back. You know, I had the hardest time trying to get some out. I mean, I just kept pounding and pounding on the bottom of it. Do you have any trouble?",1,"female",13391,1993,33,"1989-1993"
"8671",133925,"Seinfeld","4","16","ELAINE","Do you have a... ketchup secret?",1,"female",13392,1993,5,"1989-1993"
"8672",133935,"Seinfeld","4","16","ELAINE","Because if you do have a ketchup secret, I would really, really like to know what it is.",1,"female",13393,1993,17,"1989-1993"
"8673",133965,"Seinfeld","4","16","GEORGE","This pasta primavera is fabulous.",0,"male",13396,1993,4,"1989-1993"
"8674",133995,"Seinfeld","4","16","JERRY","The pilot's back on. In fact, Elaine's going out with him tomorrow night. Listen, Elaine, you know if Russell mentions anything about the pilot, you'll of course tell him how much you liked it... ?",0,"male",13399,1993,34,"1989-1993"
"8675",134005,"Seinfeld","4","16","ELAINE","You know, I happen to have the script right here with me and, uh... on page 3 for example, suppose the Elaine character comes in wearing a... a low-cut dress. And the butler is very distracted, and can't work.",1,"female",13400,1993,38,"1989-1993"
"8676",134019,"Seinfeld","4","16","JERRY","Uh... that kind of comedy, that's a little broad for us.",0,"male",13401,1993,10,"1989-1993"
"8677",134025,"Seinfeld","4","16","ELAINE","Well, I'm sure it's right up Russell's alley.",1,"female",13402,1993,7,"1989-1993"
"8678",134035,"Seinfeld","4","16","GEORGE","Well, it's a funny idea.",0,"male",13403,1993,4,"1989-1993"
"8679",134065,"Seinfeld","4","16","JERRY","Funny is funny, we're here to entertain, right?",0,"male",13406,1993,7,"1989-1993"
"8680",134075,"Seinfeld","4","16","ELAINE","Alright, well, maybe I'll mention it to Russell tomorrow night.",1,"female",13407,1993,9,"1989-1993"
"8681",134095,"Seinfeld","4","16","GEORGE","Yeah. Where's he taking you, by the way?",0,"male",13409,1993,7,"1989-1993"
"8682",134119,"Seinfeld","4","16","JERRY","I think what he's trying to say is, `get the bouilla-base.`",0,"male",13411,1993,10,"1989-1993"
